id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1485094105596108803,1485092947003539456,2022-01-23 00:36:41 -03,2022-01-23,00:36:41,-0300,1368643581024432128,mavevatron,★De'Maven Tayeva High Priestess of the Dark Moon®★,,Hello! @taylorswift13  https://t.co/zpaDfT4Qb1,en,"[{'screen_name': 'taylorswift13', 'name': 'taylor swift', 'id': '17919972'}]",[],"['https://pbs.twimg.com/media/FJwdJwlUcAAG0XP.jpg', 'https://pbs.twimg.com/media/FJwdJ78UcAE3bZJ.jpg', 'https://pbs.twimg.com/media/FJwdKCcUUAQGtLe.jpg']",0,0,0,[],[],https://twitter.com/mavevatron/status/1485094105596108803,False,,1,https://pbs.twimg.com/media/FJwdJwlUcAAG0XP.jpg,,,,,,,[],,,,
1485094091708940294,1485094091708940294,2022-01-23 00:36:37 -03,2022-01-23,00:36:37,-0300,1359005707052400640,vlatkasb1tch,︎konstantin ❁🧣²⁰¹¹,,kinda iconic that there’s a taylor swift song on the soundtrack of the hunger games imo,en,[],[],[],0,0,0,[],[],https://twitter.com/vlatkasb1tch/status/1485094091708940294,False,,0,,,,,,,,[],,,,
1485094047496564736,1484835448044548096,2022-01-23 00:36:27 -03,2022-01-23,00:36:27,-0300,990570129950851074,ivannaurr,navi taylor's version,,@CodySimpson @taylorswift13 i mean who doesn't,en,[],[],[],0,0,0,[],[],https://twitter.com/ivannaurr/status/1485094047496564736,False,,0,,,,,,,,"[{'screen_name': 'CodySimpson', 'name': 'Cody Simpson', 'id': '79650494'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}]",,,,
1485093970657042433,1485093970657042433,2022-01-23 00:36:08 -03,2022-01-23,00:36:08,-0300,1176987436804653059,diminishablekit,abi kleinsmith,,"Listen, I know this album came out in November, but I finally have processed the lyrics to ""Nothing New"" from Taylor Swift/Phoebe Effing Bridgers and GOD DANG",en,[],[],[],1,0,0,[],[],https://twitter.com/diminishablekit/status/1485093970657042433,False,,0,,,,,,,,[],,,,
1485093968459309056,1485093968459309056,2022-01-23 00:36:08 -03,2022-01-23,00:36:08,-0300,1090354517231714311,airelavnom,valeria,,no me pueden callar la boca cuando se trata de taylor swift y harry potter,es,[],[],[],0,0,0,[],[],https://twitter.com/airelavnom/status/1485093968459309056,False,,0,,,,,,,,[],,,,
1485093941166882819,1485089835861819395,2022-01-23 00:36:01 -03,2022-01-23,00:36:01,-0300,1363296568607186947,tr0ybed,Animegamer⁹⁹ 🔪,,Taylor Swift more like taller swift…..,en,[],[],[],0,0,0,[],[],https://twitter.com/TR0YBED/status/1485093941166882819,False,,0,,,,,,,,[],,,,
1485093908258471936,1485093908258471936,2022-01-23 00:35:54 -03,2022-01-23,00:35:54,-0300,1292581129757892610,coldyswift,v¡tor,,FINNEAS WENT TO TAYLOR SWIFT'S BIRTHDAY PARTY THIS IS NOT A TEST  https://t.co/uhvmIArxsf,en,[],[],['https://pbs.twimg.com/media/FJwdCe3WUAAhDi9.jpg'],0,0,1,[],[],https://twitter.com/coldyswift/status/1485093908258471936,False,,1,https://pbs.twimg.com/media/FJwdCe3WUAAhDi9.jpg,,,,,,,[],,,,
1485093864931217409,1485093864931217409,2022-01-23 00:35:43 -03,2022-01-23,00:35:43,-0300,18380125,plectrude,ofelia,,"En otras épocas estuviese ensustanciado, en algun rave, con gente pasajera.  Mi sábado hoy luce así: mascarillas de carbón, mi prima de 17 años, concierto de Taylor Swift, carbohidratos, risas, suelo donde pisar.",es,[],[],[],0,0,0,[],[],https://twitter.com/plectrude/status/1485093864931217409,False,,0,,,,,,,,[],,,,
1485093851136249857,1485085229333295115,2022-01-23 00:35:40 -03,2022-01-23,00:35:40,-0300,1480261744173981699,ourhandtied,veronica,,@HesBallerina @taylorswift13 amo vocês 😕,pt,[],[],[],0,0,0,[],[],https://twitter.com/OurHandTied/status/1485093851136249857,False,,0,,,,,,,,"[{'screen_name': 'HesBallerina', 'name': 'brubs', 'id': '1476354258496806919'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}]",,,,
1485093832081477633,1485093832081477633,2022-01-23 00:35:35 -03,2022-01-23,00:35:35,-0300,1461115774920187912,sstxrggirl,sielsi,,taylor swift cómo puedes destruirme tanto,es,[],[],[],0,0,0,[],[],https://twitter.com/sstxrggirl/status/1485093832081477633,False,,0,,,,,,,,[],,,,
1485093824884101122,1485093580029018114,2022-01-23 00:35:34 -03,2022-01-23,00:35:34,-0300,1095687060403437569,angelkohvilla,Angel,,Fearless Red Speak Now 1989 Reputation Taylor Swift (debut),en,[],[],[],0,0,0,[],[],https://twitter.com/angelkohvilla/status/1485093824884101122,False,,0,,,,,,,,[],,,,
1485093821268611073,1485093821268611073,2022-01-23 00:35:33 -03,2022-01-23,00:35:33,-0300,616808440,a_philharmonic8,allie,,Taylor Swift cover is done!!! Anything I add this week is just sprinkles on top !!,en,[],[],[],0,0,0,[],[],https://twitter.com/A_philharmonic8/status/1485093821268611073,False,,0,,,,,,,,[],,,,
1485093806018027526,1485093806018027526,2022-01-23 00:35:29 -03,2022-01-23,00:35:29,-0300,1415701692708966401,dreamouir,thiara (taylors version),,taylor swift y dreamcatcher y twice y loona y exid,en,[],[],[],0,0,0,[],[],https://twitter.com/dreamouir/status/1485093806018027526,False,https://twitter.com/linaleonhardt/status/1470551166211682304,0,,,,,,,,[],,,,
1485093792336125954,1485093792336125954,2022-01-23 00:35:26 -03,2022-01-23,00:35:26,-0300,1221897412421115906,realcelebrityb1,realcelebritybot,,taylor swift is so self-dependent! she wrote an essay at the gym and her manager did not organize it she is so humble 💄 BreakingNews #gsembots,en,[],[],[],0,0,0,['gsembots'],[],https://twitter.com/realcelebrityb1/status/1485093792336125954,False,,0,,,,,,,,[],,,,
1485093789781921795,1485093789781921795,2022-01-23 00:35:25 -03,2022-01-23,00:35:25,-0300,3063614137,samantha_pizano,$AM ✨,,crying to taylor swift in my car while I wait for my pizza is basically a summary of my life right now,en,[],[],[],0,0,0,[],[],https://twitter.com/samantha_pizano/status/1485093789781921795,False,,0,,,,,,,,[],,,,
1485093767594274816,1485093767594274816,2022-01-23 00:35:20 -03,2022-01-23,00:35:20,-0300,1397694089831751680,augusthead963,grayson,,I once recreated an Apple store in Minecraft for a school project and I put in some Taylor Swift in there  https://t.co/C1skdelfNM,en,[],[],"['https://pbs.twimg.com/media/FJwc5vmakAI177z.jpg', 'https://pbs.twimg.com/media/FJwc5vkaAAAlfQ9.jpg']",0,0,1,[],[],https://twitter.com/augusthead963/status/1485093767594274816,False,,1,https://pbs.twimg.com/media/FJwc5vmakAI177z.jpg,,,,,,,[],,,,
1485093764330889218,1485093764330889218,2022-01-23 00:35:19 -03,2022-01-23,00:35:19,-0300,1360059051086925824,thvsami,sami el,,"queria muito fazer 22 anos pra usar a música 22 da taylor swift, mas não chego nem aos 20🗣️🗣️🗣️🆘🆘🆘",pt,[],[],[],0,0,0,[],[],https://twitter.com/thvsami/status/1485093764330889218,False,,0,,,,,,,,[],,,,
1485093711377743875,1485091445040381954,2022-01-23 00:35:07 -03,2022-01-23,00:35:07,-0300,1481570843839053827,unbotheredchin,eljay | bola bola soon,,@OhTalagaaBa Taylor Swift  FRANCINE CelebrEIGHTEEN OnASAP  #FranseenOnIwantASAP,en,[],[],[],0,0,0,['franseenoniwantasap'],[],https://twitter.com/unbotheredchin/status/1485093711377743875,False,,0,,,,,,,,"[{'screen_name': 'OhTalagaaBa', 'name': 'ೃ⁀➷Reeka', 'id': '1456346380553707521'}]",,,,
1485093681140957185,1485093681140957185,2022-01-23 00:34:59 -03,2022-01-23,00:34:59,-0300,43363133,krystlexmarie,krystle (◕‿◕✿) ☼* ⋆ ✧,,Excuse me but why are all Taylor Swift chords on guitar tabs suddenly became all unavailable???? 😐,en,[],[],[],0,0,0,[],[],https://twitter.com/krystlexmarie/status/1485093681140957185,False,,0,,,,,,,,[],,,,
1485093666670759936,1485093666670759936,2022-01-23 00:34:56 -03,2022-01-23,00:34:56,-0300,940705136401317894,incentraipark,ash ☽,,@finneas give us the details on taylor swifts birthday party . how was it? and was billie there too ??? im so curious 🙏🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/incentraIpark/status/1485093666670759936,False,,0,,,,,,,,[],,,,
1485093657216634881,1485093657216634881,2022-01-23 00:34:54 -03,2022-01-23,00:34:54,-0300,1462739159668297729,swiftiesnapshot,A Swiftie Snapshot Podcast,,S01E06 “The Outside” Taylor’s Trends| Introducing two new trends! 💕 #aswiftiesnapshot #podcast #taylorswift #taylorstrends  https://t.co/0rgDsn8xB5,en,[],[],"['https://pbs.twimg.com/media/FJwczyPVIAAabTS.jpg', 'https://pbs.twimg.com/media/FJwczyRUYAAir69.jpg', 'https://pbs.twimg.com/media/FJwczzHVcAEyeOt.jpg', 'https://pbs.twimg.com/media/FJwczzHVUAE-2bh.jpg']",0,2,1,"['aswiftiesnapshot', 'podcast', 'taylorswift', 'taylorstrends']",[],https://twitter.com/SwiftieSnapshot/status/1485093657216634881,False,,1,https://pbs.twimg.com/media/FJwczyPVIAAabTS.jpg,,,,,,,[],,,,
1485093656059342851,1484392681719533568,2022-01-23 00:34:53 -03,2022-01-23,00:34:53,-0300,1477111907794698243,queen_adele30,POPE ADELE,,"@kyleadorestay16 @FolklorianB @USRadioUpdater @taylorswift13 @billboard The way Adele save the music industry in 2011, 2012, 2015 and 2021, and no one ever did that only Adele. Nothing for Remix Girl  https://t.co/bbciGYA5LS",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FJwcvjdaUAIwGdF.jpg'],0,0,0,[],[],https://twitter.com/Queen_Adele30/status/1485093656059342851,False,,1,https://pbs.twimg.com/tweet_video_thumb/FJwcvjdaUAIwGdF.jpg,,,,,,,"[{'screen_name': 'kyleadorestay16', 'name': 'big reputation¹³', 'id': '1451167240133300230'}, {'screen_name': 'FolklorianB', 'name': ""FolklorianBoy 🧣(Taylor's Version)"", 'id': '1429283229996027912'}, {'screen_name': 'USRadioUpdater', 'name': 'US Radio Updater', 'id': '1355525495903948803'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'billboard', 'name': 'billboard', 'id': '9695312'}]",,,,
1485093623779794946,1485093623779794946,2022-01-23 00:34:46 -03,2022-01-23,00:34:46,-0300,972222152471654402,dannasierral,Danna Kari💫,,Te amo Mr perfectly fine. Te amo Taylor Swift❤️,en,[],[],[],0,0,0,[],[],https://twitter.com/DannaSierraL/status/1485093623779794946,False,,0,,,,,,,,[],,,,
1485093577180995586,1485093577180995586,2022-01-23 00:34:35 -03,2022-01-23,00:34:35,-0300,461188710,shine_andrew,Andrew Shine,,Spent the entirety of #Summering waiting for THAT taylor swift needledrop and *sure enough* when the credits rolled…  https://t.co/TJmqJEatEg,en,[],[],['https://pbs.twimg.com/media/FJwcvNzXwAQNGoh.jpg'],1,0,0,['summering'],[],https://twitter.com/shine_andrew/status/1485093577180995586,False,,1,https://pbs.twimg.com/media/FJwcvNzXwAQNGoh.jpg,,,,,,,[],,,,
1485093561636954112,1485093561636954112,2022-01-23 00:34:31 -03,2022-01-23,00:34:31,-0300,1121217452891889665,folkhabits,ana 🧜🏽‍♀️,,"alexa, tocar playlist “sofrência by Taylor Swift” no Spotify",ca,[],[],[],0,0,0,[],[],https://twitter.com/folkhabits/status/1485093561636954112,False,,0,,,,,,,,[],,,,
1485093558038437889,1485093558038437889,2022-01-23 00:34:30 -03,2022-01-23,00:34:30,-0300,1338797819025477632,lockedinvault,thea (Taylor's Version),,how's taylor swift doing?*,en,[],[],[],0,0,0,[],[],https://twitter.com/lockedinvault/status/1485093558038437889,False,https://twitter.com/thealIknower/status/1485051079133827074,0,,,,,,,,[],,,,
1485093537394085891,1485093537394085891,2022-01-23 00:34:25 -03,2022-01-23,00:34:25,-0300,866021372,naandhrhs,♡,,mood taylor swift songs 🐝,en,[],[],[],0,0,0,[],[],https://twitter.com/naandhrhs/status/1485093537394085891,False,,0,,,,,,,,[],,,,
1485093534289981441,1485093534289981441,2022-01-23 00:34:24 -03,2022-01-23,00:34:24,-0300,1287303637220368384,remgrnd,clari ⚢,,bañandome con taylor swift de fondo  https://t.co/HwlnRoWQpl,es,[],[],['https://pbs.twimg.com/media/FJwcsUpXMAoHpcT.jpg'],0,0,2,[],[],https://twitter.com/remgrnd/status/1485093534289981441,False,,1,https://pbs.twimg.com/media/FJwcsUpXMAoHpcT.jpg,,,,,,,[],,,,
1485093502052495364,1485093502052495364,2022-01-23 00:34:17 -03,2022-01-23,00:34:17,-0300,589139797,loekos,Loeko,,"today i learned that the national made a cover of a random bob's burgers song, and the instrumental for that cover ended up becoming dorothea by taylor swift  https://t.co/4C2te0fhkX",en,[],['https://www.youtube.com/watch?v=61rEI0OXK0g'],[],0,0,1,[],[],https://twitter.com/loekos/status/1485093502052495364,False,,0,,,,,,,,[],,,,
1485093482305933315,1485093482305933315,2022-01-23 00:34:12 -03,2022-01-23,00:34:12,-0300,1163267339116273665,payasoasocial,☁︎︎,,si le gusta Taylor Swift ya tiene mi corazón,es,[],[],[],0,0,0,[],[],https://twitter.com/payasoasocial/status/1485093482305933315,False,,0,,,,,,,,[],,,,
1485093473254473729,1485092840090718209,2022-01-23 00:34:10 -03,2022-01-23,00:34:10,-0300,1455360069692911617,tokkiveilmont,tokki🍓 veilmont🖤| LYS VOLVIÓ,,@teamnevra OMG LA DE TAYLOR SWIFT?😭💖,en,[],[],[],1,0,0,[],[],https://twitter.com/tokkiveilmont/status/1485093473254473729,False,,0,,,,,,,,"[{'screen_name': 'teamnevra', 'name': 'ori', 'id': '1329145838568943617'}]",,,,
1485093436982276102,1485093436982276102,2022-01-23 00:34:01 -03,2022-01-23,00:34:01,-0300,786208683315367937,fxlarie,lari,,pedro scooby ao som de taylor swift eu to obcecada por esse vídeo aaaaaaaaaaaaaaaaaaaaa,pt,[],[],[],0,0,0,[],[],https://twitter.com/fxlarie/status/1485093436982276102,False,https://twitter.com/lanacomentaa/status/1484733984202362880,0,,,,,,,,[],,,,
1485093408867762177,1485093408867762177,2022-01-23 00:33:55 -03,2022-01-23,00:33:55,-0300,1314443642,kharaesthetic,سلمى,,I forgot Cody Simpson existed until he tweeted about Taylor Swift,en,[],[],[],0,0,0,[],[],https://twitter.com/kharaesthetic/status/1485093408867762177,False,,0,,,,,,,,[],,,,
1485093369990762499,1485093369990762499,2022-01-23 00:33:45 -03,2022-01-23,00:33:45,-0300,2741286183,h3llok1ttyb4by,k ❦,,"are you shitting me. he moved on from me in just a few days, made a playlist for HER ALREADY, added a fukin taylor swift song knowing i played her all the time around you. dude fuk you i’ve been manipulated",en,[],[],[],0,0,0,[],[],https://twitter.com/h3llok1ttyb4by/status/1485093369990762499,False,,0,,,,,,,,[],,,,
1485093362609037312,1484876397135151108,2022-01-23 00:33:44 -03,2022-01-23,00:33:44,-0300,1440532583339626499,snow_white_ffa3,＊𝑆𝑛𝑜𝑤＊@1週間猫化中,,14 好きな曲　いっぱいある！MrsとsumikaとTaylor Swiftが好き。 ボカロも好き。,ja,[],[],[],1,0,0,[],[],https://twitter.com/Snow_White_ffa3/status/1485093362609037312,False,,0,,,,,,,,[],,,,
1485093276797526025,1484964085737345034,2022-01-23 00:33:23 -03,2022-01-23,00:33:23,-0300,873982690562895872,deecerods,Jarred,,@CODWW2Vanguard @taylorswift13,und,[],[],[],0,0,0,[],[],https://twitter.com/DeeceRods/status/1485093276797526025,False,,0,,,,,,,,"[{'screen_name': 'CODWW2Vanguard', 'name': 'Call of Duty VANGUARD News', 'id': '1336854152870236164'}]",,,,
1485093250046181376,1485093250046181376,2022-01-23 00:33:17 -03,2022-01-23,00:33:17,-0300,1307389019777568768,totes3d,totes real D 3D news and headline bot not fake tbh,,Kanye West swallows the new Taylor Swift album after dropping acid in Zaxby’s parking lot,en,[],[],[],0,0,0,[],[],https://twitter.com/Totes3d/status/1485093250046181376,False,,0,,,,,,,,[],,,,
1485093240089231364,1484835448044548096,2022-01-23 00:33:14 -03,2022-01-23,00:33:14,-0300,1322097952907821062,chizswift13,chiz 🧀 | Jude's Day 🥳,,@CodySimpson @taylorswift13 ako din baby hehe,tl,[],[],[],0,0,0,[],[],https://twitter.com/chizswift13/status/1485093240089231364,False,,0,,,,,,,,"[{'screen_name': 'CodySimpson', 'name': 'Cody Simpson', 'id': '79650494'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}]",,,,
1485093221617356803,1485093221617356803,2022-01-23 00:33:10 -03,2022-01-23,00:33:10,-0300,1341508987443884034,cobainfavs,𖥻manu🧃,,taylor swift tentou mi avisar e eu ignorei,pt,[],[],[],0,0,0,[],[],https://twitter.com/cobainfavs/status/1485093221617356803,False,,0,,,,,,,,[],,,,
1485093210984747010,1485086595866836992,2022-01-23 00:33:07 -03,2022-01-23,00:33:07,-0300,974194017834594304,sinabezedrine,sina.,,"@ackeryeagrs taylor swift invented songs, that perfectly fit to all of your ships and eruri especially, we stan 💅🏻",en,[],[],[],0,0,0,[],[],https://twitter.com/sinabezedrine/status/1485093210984747010,False,,0,,,,,,,,"[{'screen_name': 'ackeryeagrs', 'name': 'el 💭 aot spoilers', 'id': '1351909220992614402'}]",,,,
1485093191460474884,1485091023336316929,2022-01-23 00:33:03 -03,2022-01-23,00:33:03,-0300,1471364219723337730,carrelsparks,ًshan,,@francineswateam Taylor Swift  FRANCINE CelebrEIGHTEEN OnASAP  #FranseenOnIwantASAP #BigCelebrationOnASAP,en,[],[],[],0,0,0,"['franseenoniwantasap', 'bigcelebrationonasap']",[],https://twitter.com/carrelsparks/status/1485093191460474884,False,,0,,,,,,,,"[{'screen_name': 'francineswateam', 'name': 'FCD SWAT TEAM', 'id': '1428671075336921094'}]",,,,
1485093178424565760,1484392681719533568,2022-01-23 00:33:00 -03,2022-01-23,00:33:00,-0300,1477111907794698243,queen_adele30,POPE ADELE,,@kyleadorestay16 @FolklorianB @USRadioUpdater @taylorswift13 @billboard - Is the moto of delusional Remix Girl stan 😂  https://t.co/vtPNHFSNv8,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FJwcXoFaUAEZicj.jpg'],0,0,0,[],[],https://twitter.com/Queen_Adele30/status/1485093178424565760,False,,1,https://pbs.twimg.com/tweet_video_thumb/FJwcXoFaUAEZicj.jpg,,,,,,,"[{'screen_name': 'kyleadorestay16', 'name': 'big reputation¹³', 'id': '1451167240133300230'}, {'screen_name': 'FolklorianB', 'name': ""FolklorianBoy 🧣(Taylor's Version)"", 'id': '1429283229996027912'}, {'screen_name': 'USRadioUpdater', 'name': 'US Radio Updater', 'id': '1355525495903948803'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'billboard', 'name': 'billboard', 'id': '9695312'}]",,,,
1485093076003696641,1483115123686494211,2022-01-23 00:32:35 -03,2022-01-23,00:32:35,-0300,1380644314049482752,edbizzlestar,kidruahl,,@DiosBunnymx @theweeknd @taylorswift13 @sanbenito @BTS_twt @Drake  https://t.co/Lcq1cRZ8NI,und,[],['https://twitter.com/jdbsdata/status/1484817867699023873'],[],0,0,0,[],[],https://twitter.com/edbizzlestar/status/1485093076003696641,False,https://twitter.com/jdbsdata/status/1484817867699023873,0,,,,,,,,"[{'screen_name': 'DiosBunnymx', 'name': 'DIOS | BUNNY', 'id': '1235339675251900419'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'sanbenito', 'name': '🇵🇷', 'id': '1059542139737128960'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}]",,,,
1485093069192003584,1485093069192003584,2022-01-23 00:32:34 -03,2022-01-23,00:32:34,-0300,1021882412,kingvhinkambing,ben,,Enchanted - Taylor Swift,en,[],[],[],0,0,0,[],[],https://twitter.com/KingVhinKambing/status/1485093069192003584,False,,0,,,,,,,,[],,,,
1485093068562911232,1485093068562911232,2022-01-23 00:32:33 -03,2022-01-23,00:32:33,-0300,941315782671323137,wantttdie,MJ,,Pelo menos toda vez que ele escutar o nome Taylor Swift ele vai se lembrar de mim,pt,[],[],[],0,0,2,[],[],https://twitter.com/wantttdie/status/1485093068562911232,False,,0,,,,,,,,[],,,,
1485093060941791233,1485093060941791233,2022-01-23 00:32:32 -03,2022-01-23,00:32:32,-0300,1458013683833925634,ramannoodlesidk,someone (taylor’s version),,not new to twt but i want more mutuals so here r some ppl/things that i stan/like  taylor swift ariana grande olivia rodrigo euphoria charli damelio marvel tvd madison beer ahs obx harry styles lana del rey doja cat willow smith selena gomez lorde sza nhie hxh elite s3x education,en,[],[],[],0,1,1,[],[],https://twitter.com/ramannoodlesidk/status/1485093060941791233,False,,0,,,,,,,,[],,,,
1485093043967508483,1485093043967508483,2022-01-23 00:32:28 -03,2022-01-23,00:32:28,-0300,986805210726240256,sgtllama,2+2=Fish,,@taylorswift13 O happy b day by the way ✨✨✨,en,[],[],[],0,0,0,[],[],https://twitter.com/sgtllama/status/1485093043967508483,False,,0,,,,,,,,[],,,,
1485092995468779520,1485092995468779520,2022-01-23 00:32:16 -03,2022-01-23,00:32:16,-0300,972222152471654402,dannasierral,Danna Kari💫,,Plan favorito de mi vida: cantar canciones de Taylor Swift a todo pulmón ❤️,es,[],[],[],0,0,0,[],[],https://twitter.com/DannaSierraL/status/1485092995468779520,False,,0,,,,,,,,[],,,,
